Date,Open,High,Low,Close,Adj Close,Volume
2016.12.14,35560,35680,35280,35540,30652.22461,7455100
2016.12.15,34820,35500,34820,35180,30341.73828,5773550
2016.12.16,35300,36020,35200,35860,30928.21484,11747700
2016.12.19,35620,36380,35620,35900,30962.71875,5435800
2016.12.20,35920,36400,35840,36240,31255.95898,7615200
2016.12.21,36360,36600,36020,36100,31135.21875,6552100
2016.12.22,36260,36300,35980,36180,31204.20898,6354600
2016.12.23,36020,36080,35600,35640,30738.47461,8334850
2016.12.26,35600,36000,35560,35960,31014.46289,4823600
2016.12.27,35980,36200,35860,35980,31031.71875,4653450
2016.12.28,35840,35980,35600,35760,31320.74609,6662900
2016.12.29,35420,36040,35400,36040,31565.99023,7516450
2017.1.2,35980,36240,35880,36100,31618.54297,4650600
2017.1.3,36280,36620,36020,36480,31951.36914,7357650
2017.1.4,36500,36520,36100,36160,31671.08789,7971750
2017.1.5,36060,36060,35540,35560,31145.57617,10967450
2017.1.6,36180,36440,36040,36200,31706.12695,8880950
2017.1.9,36600,37500,36560,37220,32599.51172,13194900
2017.1.10,37280,37400,37080,37240,32617.02148,9099800
2017.1.11,37520,38560,37420,38280,33527.91797,12018150
2017.1.12,38000,38800,37980,38800,33983.35547,11669150
2017.1.13,38100,38320,37460,37460,32809.71094,15954450
