Date,Open,High,Low,Close,Adj Close,Volume
2017.1.16,36860,37820,36320,36660,32109.02148,16611500
2017.1.17,36580,37460,36580,36960,32371.7793,8150700
2017.1.18,37040,37500,36620,36940,32354.26172,8875400
2017.1.19,37720,37920,37020,37480,32827.23047,9418900
2017.1.20,37120,37420,36880,37200,32581.98438,9185000
2017.1.23,37200,38060,37000,38060,33335.22656,8810400
2017.1.24,38120,38580,37880,38160,33422.80859,11048750
2017.1.25,38340,39400,38320,39400,34508.875,13433850
2017.1.26,39420,40000,39420,39900,34946.8125,15214500
2017.1.31,39900,39900,39460,39460,34561.43359,17992200
2017.2.1,39540,39660,39040,39120,34263.63281,14150400
2017.2.2,39600,39660,39200,39360,34473.84766,15029300
2017.2.3,39400,39500,39180,39460,34561.43359,10386350
2017.2.6,39580,39660,39140,39560,34649.01172,8860700
2017.2.7,39560,39580,38760,38820,34000.88281,14041800
2017.2.8,38740,38780,38200,38400,33633.01563,17092950
2017.2.9,38780,38840,38220,38400,33633.01563,13694150
2017.2.10,38400,38760,38300,38360,33597.98438,11020750
2017.2.13,37740,38060,37720,37960,33247.64063,11102050
2017.2.14,37960,38260,37320,37580,32914.8125,13124150
2017.2.15,37080,37960,37080,37720,33037.42578,14191550
2017.2.16,37800,38360,37780,38020,33300.19531,10226350
2017.2.17,37560,38040,37280,37860,33160.05078,15377450
2017.2.20,38220,38780,38160,38660,33860.74219,7485800
2017.2.21,38540,39560,38420,38940,34105.98828,10562600
2017.2.22,39000,39340,38980,39300,34421.30078,8539450
2017.2.23,39020,39440,39020,39180,34316.1875,10217300
2017.2.24,38960,39100,38060,38220,33475.35938,9296850
2017.2.27,38020,38140,37700,38060,33335.22656,9033700
2017.2.28,38060,38760,37960,38440,33668.05469,15088700
2017.3.2,38420,39860,38420,39720,34789.14844,21249800
2017.3.3,39340,39720,39160,39620,34701.57031,12708700
2017.3.6,39220,40220,39220,40080,35104.46875,12234850
2017.3.7,39800,40320,39800,40200,35209.5625,10553250
2017.3.8,40200,40620,40140,40200,35209.5625,12140950
2017.3.9,40200,40300,40020,40200,35209.5625,14372250
2017.3.10,39960,40420,39860,40180,35192.04297,10227800
2017.3.13,40040,40980,40040,40600,35559.91016,7424100
2017.3.14,40620,41540,40500,41360,36225.5625,11325050
2017.3.15,40800,41440,40800,41400,36260.59375,9587850
2017.3.16,41800,42180,41540,41840,36645.98047,9933150
2017.3.17,41800,42500,41720,42400,37136.45703,12602300
2017.3.20,42000,42120,41740,41900,36698.53125,10250050
2017.3.21,41780,42680,41760,42560,37276.59375,14220150
2017.3.22,41600,42460,41580,42460,37189.00781,16427250
2017.3.23,42200,42360,41700,41800,36610.94141,15397100
2017.3.24,41600,41980,41080,41500,36348.1875,12808150
2017.3.27,41200,41880,41180,41200,36085.42578,12177650
2017.3.28,41560,41840,41380,41480,36330.66406,8216250
2017.3.29,41740,41960,41580,41780,36593.43359,10093250
2017.3.30,41880,42440,41880,41980,36892.21875,8204000
2017.3.31,41820,42020,41200,41200,36206.75391,10500300
2017.4.3,41400,41720,41300,41440,36417.66016,9579400
2017.4.4,41600,42180,41520,42080,36980.10156,12255500
2017.4.5,41900,42240,41700,42140,37032.83203,10699700
2017.4.6,42000,42080,41600,41840,36769.17969,9683400
2017.4.7,41800,41820,41160,41600,36558.27344,10021000
2017.4.10,41940,41940,41500,41940,36857.07813,7141350
2017.4.11,41940,41940,41580,41600,36558.27344,7172900
2017.4.12,41860,41940,41700,41900,36821.91797,8274900
2017.4.13,41660,42460,41660,42420,37278.89453,9040800
2017.4.14,42160,42260,41760,42020,36927.37109,5462850
2017.4.17,42000,42080,41520,41560,36523.11328,5224750
2017.4.18,41680,41820,41280,41500,36470.39844,6860650
2017.4.19,41300,41420,40900,40900,35943.11719,11762900
2017.4.20,40580,40800,40080,40280,35398.25,21148850
2017.4.21,40480,41400,40480,40760,35820.08203,15130500
2017.4.24,41260,41260,40920,41240,36241.91016,8990150
2017.4.25,41460,42740,41320,42700,37524.97266,19299600
2017.4.26,42700,42800,42520,42800,37612.83594,14794800
2017.4.27,42700,44520,41960,43840,38526.79297,23032250
2017.4.28,45780,45800,44520,44620,39212.26172,22685700
2017.5.2,45500,45500,44760,44900,39458.33594,14068300
2017.5.4,45700,45700,44860,45520,40003.1875,13690100
2017.5.8,45520,47020,45340,47020,41321.39453,19582550
2017.5.10,46160,47220,45600,45600,40073.49609,23410950
2017.5.11,45420,46180,45220,45500,39985.61719,21277850
2017.5.12,45760,46160,45660,45820,40266.82422,9422900
2017.5.15,45620,46280,45620,46100,40512.89453,8001400
2017.5.16,46660,46800,46100,46380,40758.96484,8803750
2017.5.17,46120,46640,46100,46340,40723.80469,7424450
2017.5.18,45740,46000,45540,45940,40372.28906,11160350
2017.5.19,45640,45780,44720,44720,39300.14063,15762350
2017.5.22,45040,45380,44760,45100,39634.08594,17643550
2017.5.23,45400,45580,44900,44920,39475.90625,12607050
2017.5.24,44860,45300,44800,44880,39440.75391,8675400
2017.5.25,45160,45680,44800,45680,40143.79688,13044800
2017.5.26,45600,46460,45540,46080,40495.32422,13613650
2017.5.29,46220,46400,45380,45620,40091.07422,8739550
2017.5.30,45520,45660,44480,44640,39229.83984,12433600
2017.5.31,44580,45020,44400,44700,39282.57031,18669100
2017.6.1,44860,44900,44400,44680,39264.99219,9753500
2017.6.2,45060,45960,45000,45960,40389.86719,12488750
2017.6.5,46040,46360,45720,45940,40372.28906,7599400
2017.6.7,46500,46500,45240,45300,39809.85938,13729400
2017.6.8,45000,45580,45000,45160,39686.83203,13978750
2017.6.9,45680,46440,45600,46100,40512.89453,11732850
2017.6.12,45420,45600,45140,45380,39880.15625,10954300
2017.6.13,45140,45620,45140,45400,39897.73438,8624900
2017.6.14,45800,46060,45240,45360,39862.57813,10166700
2017.6.15,45680,45920,45180,45680,40143.79688,9657000
2017.6.16,45500,45940,45460,45580,40055.91797,17403450
2017.6.19,45580,46560,45560,46560,40917.14453,11303900
2017.6.20,47240,48140,47220,48140,42305.66406,15045000
2017.6.21,47740,48120,47480,47480,41725.64063,9973650
2017.6.22,47960,48080,47720,47960,42147.47266,11455800
2017.6.23,47600,47780,47420,47620,41848.67969,9515100
2017.6.26,47520,48360,47520,48280,42428.6875,8552800
2017.6.27,48220,48400,47900,48300,42446.26563,9616750
2017.6.28,47600,48000,47560,47700,41918.98438,9572500
2017.6.29,48040,48320,47940,47940,42253.91406,8306550
2017.6.30,47500,47620,47100,47540,41901.35156,11877550
2017.7.3,47500,47780,47120,47220,41619.30859,6805550
2017.7.4,47160,47400,46900,47000,41425.41406,7961000
2017.7.5,46820,47680,46780,47580,41936.61328,10640250
2017.7.6,48000,48100,47720,48060,42359.67969,10923050
2017.7.7,47740,48120,47620,47860,42183.39844,8131900
2017.7.10,48500,48900,48320,48660,42888.51172,10792750
2017.7.11,48640,49000,48280,49000,43188.19141,9717800
2017.7.12,49000,50000,48840,49880,43963.80859,9486150
2017.7.13,50080,50940,50040,50560,44563.16016,16034150
2017.7.14,51000,51080,50420,50480,44492.64453,8239000
2017.7.17,50900,51020,50520,50640,44633.66016,8976100
2017.7.18,50420,50880,50360,50840,44809.94922,7084450
2017.7.19,50620,50820,50000,50740,44721.80078,11157500
2017.7.20,50760,51320,50560,51200,45127.25,8367600
2017.7.21,50860,51160,50520,51080,45021.48047,8449050
2017.7.24,50700,51000,50620,50860,44827.57813,7099750
2017.7.25,50500,50760,49940,50000,44069.57813,10810600
2017.7.26,49600,50020,49300,49840,43928.55469,11224800
2017.7.27,50000,50640,49560,49800,43893.30078,11449500
2017.7.28,49800,49800,47380,47760,42095.26953,26168300
2017.7.31,47420,48240,46920,48200,42483.07422,12701400
2017.8.1,48000,48840,47540,48600,42835.63281,11369500
2017.8.2,49200,49340,48600,49000,43188.19141,7777450
2017.8.3,49000,49000,47120,47780,42112.89453,15540800
2017.8.4,48160,48180,47500,47700,42042.37109,8359200
2017.8.7,47500,48080,47440,47580,41936.61328,7218250
2017.8.8,47980,48260,47480,47720,42060.00391,7979600
2017.8.9,47400,47400,46240,46280,40790.80078,14555400
2017.8.10,46200,46320,45460,45900,40455.87109,22986150
2017.8.11,45120,45300,44220,44620,39327.6875,25407300
2017.8.14,45120,45400,44720,45000,39662.61719,19185600
2017.8.16,46220,46380,46000,46200,40720.28906,21913650
2017.8.17,46960,47300,46740,47040,41460.66797,12415850
2017.8.18,46760,47240,46240,46900,41337.25781,10477950
2017.8.21,47240,47240,46580,46840,41284.38672,5103450
2017.8.22,46820,47160,46700,47000,41425.41406,7381750
2017.8.23,47780,47780,47180,47480,41848.47266,9384700
2017.8.24,47520,47660,47340,47520,41883.73047,8657450
2017.8.25,47880,47880,46720,47020,41443.03906,11243550
2017.8.28,47020,47240,45960,46100,40632.15234,9962100
2017.8.29,45640,46080,45160,46080,40614.51953,12623650
2017.8.30,46380,46400,45960,46200,40720.28906,7513000
2017.8.31,46220,46640,46000,46320,40826.04688,11011700
2017.9.1,46460,46640,46300,46480,40967.07422,10641700
2017.9.4,45780,46360,45500,46040,40579.25781,7943500
2017.9.5,46240,46900,45960,46760,41213.86719,11716100
2017.9.6,46760,47180,46700,47000,41425.41406,10811050
2017.9.7,47000,48220,47000,48120,42412.55469,9676500
2017.9.8,48700,49180,48580,49080,43258.70313,10893000
2017.9.11,49700,50180,49500,49800,43893.30078,10374750
2017.9.12,50200,50220,49140,49600,43717.01953,12029750
2017.9.13,49820,50400,49440,49620,43734.64844,9357000
2017.9.14,50060,50320,49760,50300,44333.99609,14204750
2017.9.15,50300,50560,49860,50400,44422.13672,10757300
2017.9.18,50540,52480,50520,52480,46255.42969,11524950
2017.9.19,52500,52640,51780,52120,45938.12891,9850400
2017.9.20,52120,52500,51840,52220,46026.26172,9292750
2017.9.21,52220,52960,52220,52800,46537.46875,8839800
2017.9.25,53000,53680,53000,53620,47260.21484,9303100
2017.9.26,53620,53620,53620,53620,47260.21484,1
2017.9.27,52000,52200,51500,51680,45550.32031,10797000
2017.9.28,52260,52460,51260,51260,45302.85938,12025450
2017.9.29,51180,51620,50840,51280,45320.52734,12909400
2017.10.10,53360,53640,52800,52800,46663.89063,20519800
2017.10.11,53600,54760,53340,54640,48290.05078,13652150
2017.10.12,54840,55160,54100,54800,48431.45703,13890700
2017.10.13,54540,54840,53780,54000,47724.42578,12601650
2017.10.16,53980,54860,53760,53920,47653.72656,9769950
2017.10.17,54020,55380,54000,54800,48431.45703,10607800
2017.10.18,54820,55240,54040,54760,48396.10938,10110750
2017.10.19,54700,54700,52980,52980,46822.96875,12108700
2017.10.20,52800,54100,52800,53840,47583.01172,8027050
2017.10.23,54600,54640,54000,54300,47989.56641,8311050
2017.10.24,54700,54780,54040,54040,47759.78516,5806050
2017.10.25,54040,54420,53700,53900,47636.04688,5882850
2017.10.26,53720,53900,52400,52400,46310.37891,9776550
2017.10.27,52400,53320,52140,53080,46911.33984,7392500
2017.10.30,53780,54320,53700,54040,47759.78516,8196150
2017.10.31,54060,55440,53500,55080,48678.92578,13381550
2017.11.1,57500,57500,56180,57220,50570.21094,14510250
2017.11.2,57500,57520,56760,57060,50428.81641,10721050
2017.11.3,57060,57140,55860,56380,49827.83984,9935800
2017.11.6,56380,56500,55340,56380,49827.83984,9000950
2017.11.7,56380,56920,55860,56100,49580.37891,7464550
2017.11.8,56100,57060,55860,56760,50163.67969,8520200
2017.11.9,56920,56920,55900,56340,49792.49609,11994050
2017.11.10,55800,56540,55780,56400,49845.51563,6748800
2017.11.13,56400,56800,56100,56380,49827.83984,8806650
2017.11.14,56380,56740,55920,55920,49421.30078,6725000
2017.11.15,55920,56320,55320,55340,48908.70313,8816950
2017.11.17,56400,56880,55820,55820,49332.92578,10733150
2017.11.20,55900,55980,55200,55200,48784.96875,9472750
2017.11.21,55400,55840,55280,55280,48855.67578,10324700
2017.11.22,55980,56200,55620,55960,49456.64844,7952950
2017.11.24,55300,55500,55180,55460,49014.76172,4536200
2017.11.27,55360,55360,52640,52640,46522.47656,18128900
2017.11.28,52700,53280,51720,53280,47088.10156,13499400
2017.11.29,53200,53240,52500,52600,46487.125,9590250
2017.11.30,50800,51860,50200,50800,44896.31641,29634150
2017.12.1,50800,51780,50800,50840,44931.66406,12868600
2017.12.4,50840,51340,50020,51340,45373.55859,14865050
2017.12.5,50600,51300,50280,51260,45302.85938,9326550
2017.12.6,51260,51560,50020,50020,44206.96094,10889200
2017.12.7,50040,50980,50020,50740,44843.29297,11065600
2017.12.8,51360,52000,51040,52000,45956.86328,11290450
2017.12.11,52000,52040,51500,51780,45762.42188,8125850
2017.12.12,51820,52100,51660,52100,46045.24219,8765050
2017.12.13,52100,52100,51100,51320,45355.88281,11333700
2017.12.14,51320,52280,51060,51060,45126.10156,20310400
2017.12.15,51240,51480,50520,50620,44737.23438,14928550
2017.12.18,50620,51240,50620,51200,45249.82813,7350250
2017.12.19,51540,52080,51520,51560,45567.99609,11978600
2017.12.21,51000,51060,49100,49140,43429.23047,15624300
2017.12.22,49400,49960,49240,49700,43924.14844,11199650
2017.12.26,49760,50100,48200,48200,42598.47656,16039850
2017.12.27,48960,49560,48460,49360,44016.33594,10743600
2017.12.28,49560,50960,49500,50960,45443.125,8985450
2018.1.3,52540,52560,51420,51620,46031.67188,10013500
2018.1.4,52120,52180,50640,51080,45550.12891,11695450
2018.1.5,51300,52120,51200,52120,46477.53906,9481150
2018.1.8,52400,52520,51500,52020,46388.37109,8383650
2018.1.9,51460,51720,49980,50400,44943.75391,18013600
2018.1.10,50500,50520,48640,48840,43552.63672,18566800
2018.1.11,48200,49260,48020,48240,43017.58984,25123800
2018.1.12,48240,48480,46760,48200,42981.91797,27270450
2018.1.15,48800,48980,47920,48540,43285.10938,10096000
2018.1.16,48760,50140,48620,50000,44587.05078,20389650
2018.1.17,50020,50020,49060,49620,44248.1875,11053050
2018.1.18,50020,50640,49820,49900,44497.875,14848850
2018.1.19,50380,50380,49040,49320,43980.66797,9219950
2018.1.22,48640,48680,47960,48240,43017.58984,12520900
2018.1.23,48660,49160,48300,49160,43837.98828,13532700
2018.1.24,48860,49700,48560,49340,43998.51172,9550500
2018.1.25,49220,50360,49160,50260,44818.90234,11160350
2018.1.26,50500,50780,49840,50780,45282.60938,10350100
2018.1.29,51200,51480,50900,51220,45674.98047,11838800
2018.1.30,50440,50640,49780,49800,44408.70313,12284550
2018.1.31,50020,54140,49600,49900,44497.875,64681300
2018.2.1,50620,50960,49720,49820,44426.53906,27609450
2018.2.2,49380,49400,47700,47700,42536.05078,29260350
2018.2.5,46500,48320,46000,47920,42732.23047,28357900
